127.0321308	37.51785		0	0.101	1	0.0035972
127.0265431	37.5260638		0	0.301	0	0.027413203542078518
127.0389621	37.510077		0	0.101	0	0.0035972
127.0328532	37.4994592		0	0.101	0	0.018940252775019865
127.0394238	37.5024566		0	0.101	0	0.0035972
127.054981	37.5033078		0	0.401	0	0.029308404285354438
127.0492681	37.5224986		0	1.001	0	0.0035972
127.0266563	37.5241099		0	1.001	0	0.016176506696302103
127.0930047	37.491967		0	0.101	0	0.0035972
127.0263194	37.5094337		0	0.101	0	0.027966842165899765
127.0608727	37.5030001		0	0.401	0	0.0035972
127.0396675	37.5103027		0	0.101	0	0.028773581397814788
127.0702186	37.4900047		0	0.101	0	0.0035972
127.043146	37.5228803		0	0.301	0	0.02564701878961882
127.0846122	37.4909162		0	0.101	0	0.0035972
127.0272439	37.5328727		1	0.101	0	0.012439442936899843
127.0340121	37.5304763		0	0.101	0	0.0035972
127.0526658	37.5256734		0	0.601	0	0.026854736126686415
127.039089	37.5195778		0	0.101	0	0.0035972
127.0336322	37.4916414		0	0.601	0	0.019253481203132958
127.0601342	37.5063408		0	0.301	0	0.0035972
127.0237243	37.5287686		0	1.001	0	0.018389275430088343
127.0262447	37.5134495		0	0.301	0	0.0035972
127.0340644	37.5029816		0	0.101	0	0.01751385004667883
127.0372101	37.5067572		0	0.301	0	0.0035972
127.06671901215324	37.51825563406682		0	0.301	0	0.023937093714300837
127.0568422	37.5207894		0	0.301	0	0.0035972
127.0378518	37.5116232		0	0.601	0	0.01945078034566502
127.02783891640435	37.499129492830875		0	0.501	0	0.0035972
127.0275541395199	37.499723471795875		0	0.301	0	0.026767416101339377
127.0252832	37.5197516		0	0.301	0	0.0035972
127.0394565	37.5031866		0	0.101	0	0.017377244296299513
127.0266421	37.5275588		0	0.101	0	0.0035972
127.0286211	37.5263559		0	0.101	0	0.016304982957238402
127.036242	37.5201228		0	0.501	0	0.0035972
127.0285525	37.5088224		0	0.101	0	0.011837404034262441
127.0363053	37.4850414		0	0.101	0	0.0035972
127.0178249	37.5217377		0	0.101	0	0.02658665803366711
127.0194189	37.5211648		0	0.601	0	0.0035972
127.0398921	37.5209927		0	0.301	0	0.022202499330910973
127.0335181	37.5028182		0	0.601	0	0.0035972
127.1044176	37.486458		0	0.101	0	0.015751486012588155
127.0625745	37.4958735		1	0.201	0	0.0035972
127.0337365	37.4952326		0	0.101	0	0.02575557196749563
127.01821629242417	37.52110507252405		0	0.201	0	0.0035972
127.044317	37.525543		0	0.101	0	0.018105902776057125
127.0552518	37.5027621		0	0.601	0	0.0035972
127.0523916	37.5193027		0	0.101	0	0.017175031901831457
127.039752	37.4927837		0	0.101	0	0.0035972
127.0589247	37.493912		0	0.101	0	0.015387260539789505
127.0273205	37.5207182		0	0.301	0	0.0035972
127.0650137	37.4979393		0	0.601	0	0.029430962530727918
127.0763857	37.4865101		0	0.101	0	0.0035972
127.030153	37.5314068		0	0.201	0	0.01901437979671639
127.0487826	37.5155018		0	0.101	0	0.0035972
127.0974861	37.4923185		0	1.001	0	0.024869734672609764
127.01593454539992	37.52380210890438		0	0.601	0	0.0035972
127.0258328	37.5167442		0	0.301	0	0.012770020923105014
127.0670231	37.5049766		0	0.101	0	0.0035972
127.0314165	37.5003419		0	0.601	0	0.02544441073900914
127.0581166	37.4973583		0	0.601	0	0.0035972
127.0497407	37.5029598		0	0.101	0	0.026286241531203933
127.0666222	37.495441		0	0.801	0	0.0035972
127.0414879	37.4835766		0	0.101	0	0.021909214390634313
127.065272	37.4966859		0	0.601	0	0.0035972
127.0487933	37.4773217		0	0.101	0	0.01393716607155027
127.0385537	37.5064679		0	0.801	0	0.0035972
127.0649692	37.5181981		0	0.101	0	0.019161615571916504
127.0569209	37.5150618		0	0.101	0	0.0035972
127.0494222	37.5069837		0	0.201	0	0.012447360560439096
127.0792352	37.4826139		0	0.301	0	0.0035972
127.0286256	37.503966		0	0.701	0	0.027660286825861934
127.0368083	37.5009539		0	0.301	0	0.0035972
127.1057171	37.4630377		0	0.701	0	0.028979191085474997
127.0614512	37.5206751		0	0.101	0	0.0035972
127.0298768	37.5032782		1	0.601	0	0.028830652631167374
127.0478684	37.4833546		0	0.101	0	0.0035972
127.0173336	37.5231827		0	0.401	0	0.019074065686807605
127.0363794	37.4820472		0	0.301	0	0.0035972
127.0236206	37.5299128		0	0.401	0	0.0191651376176963
127.0362925	37.5172799		0	0.201	0	0.0035972
127.0265404	37.5266987		0	0.101	0	0.028191629518786468
127.0336773	37.5291136		0	0.201	0	0.0035972
127.030631	37.5190021		0	0.101	0	0.015653302010957073
127.0407377	37.4974675		0	0.201	0	0.0035972
127.0378853	37.5169737		1	0.601	0	0.029705553456257548
127.0788923	37.4879074		0	0.101	0	0.0035972
127.0415682	37.4955861		0	0.101	0	0.012380521825530707
127.0264843	37.5312738		0	0.101	0	0.0035972
127.0515862	37.5068253		0	0.101	0	0.027539093112843693
127.0973556	37.4678855		0	0.101	0	0.0035972
127.0487206	37.4823769		0	0.601	0	0.023264221626012042
127.029759	37.531836		0	0.101	0	0.0035972
127.0502092	37.5158703		0	1.001	0	0.01413908060785559
127.07031985832401	37.49005617133006		0	0.601	0	0.0035972
127.033408	37.5289515		0	0.101	0	0.012396064470082298
127.0583578	37.4963605		0	0.601	0	0.0035972
127.0600411	37.4839764		0	0.101	0	0.01821819564874285
127.0294058	37.5327434		0	0.101	0	0.0035972
127.0205967	37.5219213		0	0.301	0	0.012734456045260122
127.0306767	37.4998211		0	0.101	0	0.0035972
127.0980483	37.4791348		0	0.301	0	0.01968839109785323
127.1089246	37.4719077		1	0.101	0	0.0035972
127.064688	37.5058497		0	0.101	0	0.01142463274544336
127.05570431863603	37.50845846245241		0	0.301	0	0.0035972
